pizza,weekdays,month,hour,size,how_many_times_ordered
The Chicken Pesto Pizza,friday,8,21,S,1
The Chicken Pesto Pizza,friday,8,22,S,1
The Chicken Pesto Pizza,friday,8,23,M,1
The Chicken Pesto Pizza,friday,9,12,L,2
The Chicken Pesto Pizza,friday,9,13,L,1
The Chicken Pesto Pizza,friday,9,13,M,2
The Chicken Pesto Pizza,friday,9,13,S,1
The Chicken Pesto Pizza,friday,9,14,L,1
The Chicken Pesto Pizza,friday,9,15,S,1
The Chicken Pesto Pizza,friday,9,16,S,1
The Chicken Pesto Pizza,friday,9,17,L,1
The Chicken Pesto Pizza,friday,9,18,L,1
The Chicken Pesto Pizza,friday,9,18,M,1
The Chicken Pesto Pizza,friday,9,21,M,1
The Chicken Pesto Pizza,friday,9,22,L,1
The Chicken Pesto Pizza,friday,10,11,M,1
The Chicken Pesto Pizza,friday,10,12,L,1
The Chicken Pesto Pizza,friday,10,13,S,2
The Chicken Pesto Pizza,friday,10,14,M,1
The Chicken Pesto Pizza,friday,10,14,S,1
The Chicken Pesto Pizza,friday,10,18,M,2
The Chicken Pesto Pizza,friday,10,18,S,1
The Chicken Pesto Pizza,friday,10,19,L,1
The Chicken Pesto Pizza,friday,10,21,L,1
The Chicken Pesto Pizza,friday,10,22,L,1
The Chicken Pesto Pizza,friday,11,12,M,1
The Chicken Pesto Pizza,friday,11,12,S,2
The Chicken Pesto Pizza,friday,11,14,L,2
The Chicken Pesto Pizza,friday,11,16,S,1
The Chicken Pesto Pizza,friday,11,17,S,1
The Chicken Pesto Pizza,friday,11,18,L,1
The Chicken Pesto Pizza,friday,11,18,S,1
The Chicken Pesto Pizza,friday,11,20,M,1
The Chicken Pesto Pizza,friday,11,22,S,1
The Chicken Pesto Pizza,friday,12,11,M,1
The Chicken Pesto Pizza,friday,12,12,L,1
The Chicken Pesto Pizza,friday,12,12,M,1
The Chicken Pesto Pizza,friday,12,12,S,1
The Chicken Pesto Pizza,friday,12,14,L,1
The Chicken Pesto Pizza,friday,12,16,L,1
The Chicken Pesto Pizza,friday,12,16,M,1
The Chicken Pesto Pizza,friday,12,17,M,1
The Chicken Pesto Pizza,friday,12,18,S,1
The Chicken Pesto Pizza,friday,12,19,S,1
The Chicken Pesto Pizza,friday,12,20,S,1
The Chicken Pesto Pizza,friday,12,21,L,2
The Chicken Pesto Pizza,friday,12,21,M,1
The Chicken Pesto Pizza,friday,12,22,L,1
The Chicken Pesto Pizza,friday,12,22,S,1
The Chicken Pesto Pizza,monday,1,11,L,1
The Chicken Pesto Pizza,monday,1,12,L,3
The Chicken Pesto Pizza,monday,1,14,L,2
The Chicken Pesto Pizza,monday,1,14,S,2
The Chicken Pesto Pizza,monday,1,17,L,1
The Chicken Pesto Pizza,monday,1,20,S,1
The Chicken Pesto Pizza,monday,2,12,L,1
The Chicken Pesto Pizza,monday,2,12,M,1
The Chicken Pesto Pizza,monday,2,12,S,1
The Chicken Pesto Pizza,monday,2,14,L,3
The Chicken Pesto Pizza,monday,2,17,L,2
The Chicken Pesto Pizza,monday,2,17,M,1
The Chicken Pesto Pizza,monday,2,18,M,1
The Chicken Pesto Pizza,monday,2,19,L,1
The Chicken Pesto Pizza,monday,2,20,S,1
The Chicken Pesto Pizza,monday,3,10,S,1
The Chicken Pesto Pizza,monday,3,11,L,1
The Chicken Pesto Pizza,monday,3,12,L,1
The Chicken Pesto Pizza,monday,3,12,M,2
The Chicken Pesto Pizza,monday,3,13,L,1
The Chicken Pesto Pizza,monday,3,13,M,1
The Chicken Pesto Pizza,monday,3,13,S,1
The Chicken Pesto Pizza,monday,3,15,S,1
The Chicken Pesto Pizza,monday,3,16,L,2
The Chicken Pesto Pizza,monday,3,16,S,1
The Chicken Pesto Pizza,monday,3,18,S,2
The Chicken Pesto Pizza,monday,3,22,S,1
The Chicken Pesto Pizza,monday,4,12,M,2
The Chicken Pesto Pizza,monday,4,13,L,2
The Chicken Pesto Pizza,monday,4,13,M,1
The Chicken Pesto Pizza,monday,4,15,M,1
The Chicken Pesto Pizza,monday,4,16,L,1
The Chicken Pesto Pizza,monday,4,16,S,1
The Chicken Pesto Pizza,monday,4,18,M,1
The Chicken Pesto Pizza,monday,4,19,M,1
The Chicken Pesto Pizza,monday,4,21,L,2
The Chicken Pesto Pizza,monday,5,14,L,1
The Chicken Pesto Pizza,monday,5,14,S,1
The Chicken Pesto Pizza,monday,5,15,S,1
The Chicken Pesto Pizza,monday,5,17,L,1
The Chicken Pesto Pizza,monday,5,17,M,1
The Chicken Pesto Pizza,monday,5,19,L,1
The Chicken Pesto Pizza,monday,6,12,L,1
The Chicken Pesto Pizza,monday,6,13,L,3
The Chicken Pesto Pizza,monday,6,13,M,1
The Chicken Pesto Pizza,monday,6,15,L,1
The Chicken Pesto Pizza,monday,6,15,S,1
The Chicken Pesto Pizza,monday,6,17,S,1
The Chicken Pesto Pizza,monday,6,18,L,1
The Chicken Pesto Pizza,monday,7,11,L,1
The Chicken Pesto Pizza,monday,7,11,S,1
The Chicken Pesto Pizza,monday,7,12,L,2
The Chicken Pesto Pizza,monday,7,12,M,1
The Chicken Pesto Pizza,monday,7,12,S,1
The Chicken Pesto Pizza,monday,7,13,S,1
The Chicken Pesto Pizza,monday,7,14,S,1
The Chicken Pesto Pizza,monday,7,18,M,1
The Chicken Pesto Pizza,monday,7,19,S,1
The Chicken Pesto Pizza,monday,8,11,S,1
The Chicken Pesto Pizza,monday,8,12,S,1
The Chicken Pesto Pizza,monday,8,13,L,1
The Chicken Pesto Pizza,monday,8,14,L,1
The Chicken Pesto Pizza,monday,8,15,L,1
The Chicken Pesto Pizza,monday,8,16,S,2
The Chicken Pesto Pizza,monday,8,17,L,2
The Chicken Pesto Pizza,monday,8,17,S,1
The Chicken Pesto Pizza,monday,8,18,S,1
The Chicken Pesto Pizza,monday,8,21,L,1
The Chicken Pesto Pizza,monday,8,22,L,1
The Chicken Pesto Pizza,monday,9,11,L,1
The Chicken Pesto Pizza,monday,9,11,M,2
The Chicken Pesto Pizza,monday,9,13,L,2
The Chicken Pesto Pizza,monday,9,16,L,1
The Chicken Pesto Pizza,monday,9,16,M,1
The Chicken Pesto Pizza,monday,9,16,S,1
The Chicken Pesto Pizza,monday,9,17,L,2
The Chicken Pesto Pizza,monday,9,18,L,1
The Chicken Pesto Pizza,monday,9,18,S,1
The Chicken Pesto Pizza,monday,9,20,L,1
The Chicken Pesto Pizza,monday,9,21,S,1
The Chicken Pesto Pizza,monday,11,12,L,2
The Chicken Pesto Pizza,monday,11,12,M,1
The Chicken Pesto Pizza,monday,11,13,L,2
The Chicken Pesto Pizza,monday,11,13,S,1
The Chicken Pesto Pizza,monday,11,14,L,1
The Chicken Pesto Pizza,monday,11,15,L,1
The Chicken Pesto Pizza,monday,11,16,M,1
The Chicken Pesto Pizza,monday,11,17,L,1
The Chicken Pesto Pizza,monday,11,17,M,1
The Chicken Pesto Pizza,monday,11,18,M,2
The Chicken Pesto Pizza,monday,11,20,S,1
The Chicken Pesto Pizza,monday,12,11,S,1
The Chicken Pesto Pizza,monday,12,12,L,1
The Chicken Pesto Pizza,monday,12,12,M,3
The Chicken Pesto Pizza,monday,12,19,L,1
The Chicken Pesto Pizza,monday,12,19,M,1
The Chicken Pesto Pizza,monday,12,20,L,1
The Chicken Pesto Pizza,monday,12,21,S,2
The Chicken Pesto Pizza,saturday,1,13,M,2
The Chicken Pesto Pizza,saturday,1,13,S,1
The Chicken Pesto Pizza,saturday,1,14,L,1
The Chicken Pesto Pizza,saturday,1,15,S,1
The Chicken Pesto Pizza,saturday,1,17,M,1
The Chicken Pesto Pizza,saturday,1,19,L,2
The Chicken Pesto Pizza,saturday,1,20,L,1
The Chicken Pesto Pizza,saturday,1,22,L,1
The Chicken Pesto Pizza,saturday,2,11,S,1
The Chicken Pesto Pizza,saturday,2,12,L,1
The Chicken Pesto Pizza,saturday,2,15,M,1
The Chicken Pesto Pizza,saturday,2,18,L,2
The Chicken Pesto Pizza,saturday,2,19,L,1
The Chicken Pesto Pizza,saturday,2,21,L,1
The Chicken Pesto Pizza,saturday,2,21,S,2
The Chicken Pesto Pizza,saturday,3,12,S,1
The Chicken Pesto Pizza,saturday,3,14,M,1
The Chicken Pesto Pizza,saturday,3,16,M,1
The Chicken Pesto Pizza,saturday,3,16,S,1
The Chicken Pesto Pizza,saturday,3,20,S,1
The Chicken Pesto Pizza,saturday,3,21,S,1
The Chicken Pesto Pizza,saturday,4,12,M,1
The Chicken Pesto Pizza,saturday,4,13,S,2
The Chicken Pesto Pizza,saturday,4,14,S,1
The Chicken Pesto Pizza,saturday,4,16,L,1
The Chicken Pesto Pizza,saturday,4,17,L,2
The Chicken Pesto Pizza,saturday,4,21,L,1
The Chicken Pesto Pizza,saturday,4,21,S,1
The Chicken Pesto Pizza,saturday,5,11,M,1
The Chicken Pesto Pizza,saturday,5,11,S,1
The Chicken Pesto Pizza,saturday,5,12,L,2
The Chicken Pesto Pizza,saturday,5,13,M,2
The Chicken Pesto Pizza,saturday,5,15,L,1
The Chicken Pesto Pizza,saturday,5,16,M,1
The Chicken Pesto Pizza,saturday,5,17,M,2
The Chicken Pesto Pizza,saturday,5,18,M,1
The Chicken Pesto Pizza,saturday,5,19,L,1
The Chicken Pesto Pizza,saturday,5,19,M,2
The Chicken Pesto Pizza,saturday,5,20,S,1
The Chicken Pesto Pizza,saturday,5,21,S,1
The Chicken Pesto Pizza,saturday,6,12,M,2
The Chicken Pesto Pizza,saturday,6,13,L,1
The Chicken Pesto Pizza,saturday,6,15,L,2
The Chicken Pesto Pizza,saturday,6,15,S,2
The Chicken Pesto Pizza,saturday,6,16,M,1
The Chicken Pesto Pizza,saturday,6,17,M,1
The Chicken Pesto Pizza,saturday,6,18,L,1
The Chicken Pesto Pizza,saturday,6,18,M,1
The Chicken Pesto Pizza,saturday,6,18,S,1
The Chicken Pesto Pizza,saturday,6,19,L,1
The Chicken Pesto Pizza,saturday,6,19,M,1
The Chicken Pesto Pizza,saturday,6,19,S,1
The Chicken Pesto Pizza,saturday,6,22,M,1
The Chicken Pesto Pizza,saturday,7,12,M,1
The Chicken Pesto Pizza,saturday,7,12,S,2
The Chicken Pesto Pizza,saturday,7,14,M,1
The Chicken Pesto Pizza,saturday,7,14,S,1
The Chicken Pesto Pizza,saturday,7,15,L,1
The Chicken Pesto Pizza,saturday,7,15,M,1
The Chicken Pesto Pizza,saturday,7,19,L,1
The Chicken Pesto Pizza,saturday,7,20,M,2
The Chicken Pesto Pizza,saturday,7,21,M,1
The Chicken Pesto Pizza,saturday,7,22,L,1
The Chicken Pesto Pizza,saturday,8,12,L,1
The Chicken Pesto Pizza,saturday,8,12,S,2
The Chicken Pesto Pizza,saturday,8,13,L,2
The Chicken Pesto Pizza,saturday,8,13,S,1
The Chicken Pesto Pizza,saturday,8,14,M,1
The Chicken Pesto Pizza,saturday,8,14,S,1
The Chicken Pesto Pizza,saturday,8,16,S,1
The Chicken Pesto Pizza,saturday,8,18,M,1
The Chicken Pesto Pizza,saturday,8,18,S,1
The Chicken Pesto Pizza,saturday,8,19,L,1
The Chicken Pesto Pizza,saturday,8,19,S,2
The Chicken Pesto Pizza,saturday,8,20,L,1
The Chicken Pesto Pizza,saturday,8,21,L,1
The Chicken Pesto Pizza,saturday,8,21,M,1
The Chicken Pesto Pizza,saturday,9,11,M,1
The Chicken Pesto Pizza,saturday,9,12,M,1
The Chicken Pesto Pizza,saturday,9,13,M,1
The Chicken Pesto Pizza,saturday,9,14,S,1
The Chicken Pesto Pizza,saturday,9,16,L,1
The Chicken Pesto Pizza,saturday,9,17,S,1
The Chicken Pesto Pizza,saturday,9,18,M,1
The Chicken Pesto Pizza,saturday,9,19,L,1
The Chicken Pesto Pizza,saturday,9,19,M,1
The Chicken Pesto Pizza,saturday,9,20,S,1
The Chicken Pesto Pizza,saturday,9,21,L,1
The Chicken Pesto Pizza,saturday,9,21,M,1
The Chicken Pesto Pizza,saturday,10,12,L,1
The Chicken Pesto Pizza,saturday,10,12,M,1
The Chicken Pesto Pizza,saturday,10,12,S,1
The Chicken Pesto Pizza,saturday,10,13,L,3
The Chicken Pesto Pizza,saturday,10,13,M,1
The Chicken Pesto Pizza,saturday,10,13,S,2
The Chicken Pesto Pizza,saturday,10,16,L,1
The Chicken Pesto Pizza,saturday,10,17,L,1
The Chicken Pesto Pizza,saturday,10,17,M,1
The Chicken Pesto Pizza,saturday,10,18,L,1
The Chicken Pesto Pizza,saturday,10,19,L,2
The Chicken Pesto Pizza,saturday,10,19,M,2
The Chicken Pesto Pizza,saturday,10,21,L,3
The Chicken Pesto Pizza,saturday,10,22,M,1
The Chicken Pesto Pizza,saturday,11,13,L,1
The Chicken Pesto Pizza,saturday,11,13,M,1
The Chicken Pesto Pizza,saturday,11,17,L,1
The Chicken Pesto Pizza,saturday,11,18,M,1
The Chicken Pesto Pizza,saturday,11,18,S,1
The Chicken Pesto Pizza,saturday,11,19,L,1
The Chicken Pesto Pizza,saturday,11,20,M,1
The Chicken Pesto Pizza,saturday,11,21,S,1
The Chicken Pesto Pizza,saturday,11,22,M,1
The Chicken Pesto Pizza,saturday,12,12,L,1
The Chicken Pesto Pizza,saturday,12,15,L,1
The Chicken Pesto Pizza,saturday,12,18,S,1
The Chicken Pesto Pizza,saturday,12,19,L,1
The Chicken Pesto Pizza,saturday,12,21,S,1
The Chicken Pesto Pizza,sunday,1,13,L,1
The Chicken Pesto Pizza,sunday,1,13,S,1
The Chicken Pesto Pizza,sunday,1,16,S,1
The Chicken Pesto Pizza,sunday,1,17,L,1
The Chicken Pesto Pizza,sunday,1,17,S,1
The Chicken Pesto Pizza,sunday,1,19,M,1
The Chicken Pesto Pizza,sunday,1,19,S,1
The Chicken Pesto Pizza,sunday,1,20,L,1
The Chicken Pesto Pizza,sunday,1,21,S,1
The Chicken Pesto Pizza,sunday,2,12,S,1
The Chicken Pesto Pizza,sunday,2,13,L,1
The Chicken Pesto Pizza,sunday,2,13,M,1
The Chicken Pesto Pizza,sunday,2,14,L,1
The Chicken Pesto Pizza,sunday,2,17,L,2
The Chicken Pesto Pizza,sunday,2,17,S,1
The Chicken Pesto Pizza,sunday,2,18,S,1
The Chicken Pesto Pizza,sunday,2,20,L,1
The Chicken Pesto Pizza,sunday,3,12,S,1
The Chicken Pesto Pizza,sunday,3,13,M,1
The Chicken Pesto Pizza,sunday,3,13,S,1
The Chicken Pesto Pizza,sunday,3,14,S,1
The Chicken Pesto Pizza,sunday,3,15,L,2
The Chicken Pesto Pizza,sunday,3,16,L,1
The Chicken Pesto Pizza,sunday,3,16,S,1
The Chicken Pesto Pizza,sunday,3,17,L,2
The Chicken Pesto Pizza,sunday,3,18,S,2
The Chicken Pesto Pizza,sunday,3,20,L,1
The Chicken Pesto Pizza,sunday,3,21,M,1
The Chicken Pesto Pizza,sunday,4,11,M,1
The Chicken Pesto Pizza,sunday,4,12,L,2
The Chicken Pesto Pizza,sunday,4,13,S,4
The Chicken Pesto Pizza,sunday,4,17,S,1
The Chicken Pesto Pizza,sunday,4,19,M,1
The Chicken Pesto Pizza,sunday,4,21,S,1
The Chicken Pesto Pizza,sunday,4,22,L,1
The Chicken Pesto Pizza,sunday,5,12,M,1
The Chicken Pesto Pizza,sunday,5,12,S,1
The Chicken Pesto Pizza,sunday,5,13,S,2
The Chicken Pesto Pizza,sunday,5,16,M,1
The Chicken Pesto Pizza,sunday,5,19,L,1
The Chicken Pesto Pizza,sunday,5,20,L,1
The Chicken Pesto Pizza,sunday,5,21,L,2
The Chicken Pesto Pizza,sunday,6,11,M,1
The Chicken Pesto Pizza,sunday,6,12,S,1
The Chicken Pesto Pizza,sunday,6,13,L,1
The Chicken Pesto Pizza,sunday,6,14,M,1
The Chicken Pesto Pizza,sunday,6,15,L,1
The Chicken Pesto Pizza,sunday,6,16,S,1
The Chicken Pesto Pizza,sunday,6,18,S,1
The Chicken Pesto Pizza,sunday,6,19,L,1
The Chicken Pesto Pizza,sunday,6,21,L,1
The Chicken Pesto Pizza,sunday,7,11,M,1
The Chicken Pesto Pizza,sunday,7,13,S,1
The Chicken Pesto Pizza,sunday,7,15,L,1
The Chicken Pesto Pizza,sunday,7,16,L,2
The Chicken Pesto Pizza,sunday,7,17,L,1
The Chicken Pesto Pizza,sunday,7,18,L,1
The Chicken Pesto Pizza,sunday,7,18,S,1
The Chicken Pesto Pizza,sunday,7,19,L,1
The Chicken Pesto Pizza,sunday,7,20,S,1
The Chicken Pesto Pizza,sunday,8,11,S,1
The Chicken Pesto Pizza,sunday,8,12,L,1
The Chicken Pesto Pizza,sunday,8,13,L,1
The Chicken Pesto Pizza,sunday,8,14,L,1
The Chicken Pesto Pizza,sunday,8,17,L,1
The Chicken Pesto Pizza,sunday,8,18,L,1
The Chicken Pesto Pizza,sunday,9,13,L,1
The Chicken Pesto Pizza,sunday,9,16,S,1
The Chicken Pesto Pizza,sunday,9,17,L,1
The Chicken Pesto Pizza,sunday,9,18,L,1
The Chicken Pesto Pizza,sunday,9,18,M,1
The Chicken Pesto Pizza,sunday,9,18,S,2
The Chicken Pesto Pizza,sunday,9,19,S,1
The Chicken Pesto Pizza,sunday,9,21,L,1
The Chicken Pesto Pizza,sunday,9,21,S,1
The Chicken Pesto Pizza,sunday,9,22,S,1
The Chicken Pesto Pizza,sunday,10,12,M,1
The Chicken Pesto Pizza,sunday,10,13,L,1
The Chicken Pesto Pizza,sunday,10,14,L,2
The Chicken Pesto Pizza,sunday,10,18,L,1
The Chicken Pesto Pizza,sunday,10,18,M,1
The Chicken Pesto Pizza,sunday,10,18,S,1
The Chicken Pesto Pizza,sunday,10,19,L,2
The Chicken Pesto Pizza,sunday,10,20,S,1
The Chicken Pesto Pizza,sunday,11,12,L,1
The Chicken Pesto Pizza,sunday,11,12,M,2
The Chicken Pesto Pizza,sunday,11,13,M,1
The Chicken Pesto Pizza,sunday,11,15,M,1
The Chicken Pesto Pizza,sunday,11,16,S,1
The Chicken Pesto Pizza,sunday,11,17,L,1
The Chicken Pesto Pizza,sunday,11,17,M,2
The Chicken Pesto Pizza,sunday,11,18,S,1
The Chicken Pesto Pizza,sunday,11,19,S,2
The Chicken Pesto Pizza,sunday,11,20,S,1
The Chicken Pesto Pizza,sunday,11,21,L,1
The Chicken Pesto Pizza,sunday,12,12,L,1
The Chicken Pesto Pizza,sunday,12,13,L,1
The Chicken Pesto Pizza,sunday,12,13,S,1
The Chicken Pesto Pizza,sunday,12,14,S,1
The Chicken Pesto Pizza,sunday,12,15,L,1
The Chicken Pesto Pizza,sunday,12,15,M,1
The Chicken Pesto Pizza,sunday,12,15,S,1
The Chicken Pesto Pizza,sunday,12,16,M,1
The Chicken Pesto Pizza,sunday,12,16,S,1
The Chicken Pesto Pizza,sunday,12,19,L,1
The Chicken Pesto Pizza,sunday,12,19,S,1
The Chicken Pesto Pizza,sunday,12,22,L,2
The Chicken Pesto Pizza,thursday,1,11,L,1
The Chicken Pesto Pizza,thursday,1,12,L,1
The Chicken Pesto Pizza,thursday,1,12,M,1
The Chicken Pesto Pizza,thursday,1,12,S,1
The Chicken Pesto Pizza,thursday,1,13,L,2
The Chicken Pesto Pizza,thursday,1,13,S,1
The Chicken Pesto Pizza,thursday,1,15,M,1
The Chicken Pesto Pizza,thursday,1,16,S,1
The Chicken Pesto Pizza,thursday,1,18,L,1
The Chicken Pesto Pizza,thursday,1,18,M,1
The Chicken Pesto Pizza,thursday,1,19,L,1
The Chicken Pesto Pizza,thursday,1,20,L,2
The Chicken Pesto Pizza,thursday,2,13,L,2
The Chicken Pesto Pizza,thursday,2,13,M,1
The Chicken Pesto Pizza,thursday,2,14,L,1
The Chicken Pesto Pizza,thursday,2,15,S,1
The Chicken Pesto Pizza,thursday,2,16,S,1
The Chicken Pesto Pizza,thursday,2,17,M,1
The Chicken Pesto Pizza,thursday,2,18,M,1
The Chicken Pesto Pizza,thursday,2,19,M,1
The Chicken Pesto Pizza,thursday,2,21,M,1
The Chicken Pesto Pizza,thursday,2,22,L,1
The Chicken Pesto Pizza,thursday,3,11,M,1
The Chicken Pesto Pizza,thursday,3,11,S,1
The Chicken Pesto Pizza,thursday,3,12,M,1
The Chicken Pesto Pizza,thursday,3,14,M,1
The Chicken Pesto Pizza,thursday,3,16,L,1
The Chicken Pesto Pizza,thursday,3,17,L,1
The Chicken Pesto Pizza,thursday,3,17,S,2
The Chicken Pesto Pizza,thursday,3,18,L,1
The Chicken Pesto Pizza,thursday,3,19,L,1
The Chicken Pesto Pizza,thursday,3,19,M,1
The Chicken Pesto Pizza,thursday,4,11,L,1
The Chicken Pesto Pizza,thursday,4,11,M,1
The Chicken Pesto Pizza,thursday,4,11,S,1
The Chicken Pesto Pizza,thursday,4,12,L,2
The Chicken Pesto Pizza,thursday,4,12,M,2
The Chicken Pesto Pizza,thursday,4,13,S,1
The Chicken Pesto Pizza,thursday,4,15,L,1
The Chicken Pesto Pizza,thursday,4,15,M,1
The Chicken Pesto Pizza,thursday,4,15,S,1
The Chicken Pesto Pizza,thursday,4,17,L,2
The Chicken Pesto Pizza,thursday,4,17,S,1
The Chicken Pesto Pizza,thursday,4,18,L,1
The Chicken Pesto Pizza,thursday,4,18,S,1
The Chicken Pesto Pizza,thursday,4,21,L,1
The Chicken Pesto Pizza,thursday,5,14,L,1
The Chicken Pesto Pizza,thursday,5,15,L,2
The Chicken Pesto Pizza,thursday,5,15,M,1
The Chicken Pesto Pizza,thursday,5,17,L,1
The Chicken Pesto Pizza,thursday,5,19,M,1
The Chicken Pesto Pizza,thursday,5,19,S,1
The Chicken Pesto Pizza,thursday,5,21,S,1
The Chicken Pesto Pizza,thursday,6,11,M,1
The Chicken Pesto Pizza,thursday,6,11,S,1
The Chicken Pesto Pizza,thursday,6,12,M,1
The Chicken Pesto Pizza,thursday,6,14,M,2
The Chicken Pesto Pizza,thursday,6,17,M,1
The Chicken Pesto Pizza,thursday,6,17,S,1
The Chicken Pesto Pizza,thursday,6,19,L,1
The Chicken Pesto Pizza,thursday,7,11,M,1
The Chicken Pesto Pizza,thursday,7,12,L,1
The Chicken Pesto Pizza,thursday,7,13,S,3
The Chicken Pesto Pizza,thursday,7,15,S,1
The Chicken Pesto Pizza,thursday,7,17,L,1
The Chicken Pesto Pizza,thursday,7,17,M,1
The Chicken Pesto Pizza,thursday,7,18,L,1
The Chicken Pesto Pizza,thursday,8,11,L,1
The Chicken Pesto Pizza,thursday,8,13,S,1
The Chicken Pesto Pizza,thursday,8,14,S,2
The Chicken Pesto Pizza,thursday,8,17,L,1
The Chicken Pesto Pizza,thursday,8,17,S,1
The Chicken Pesto Pizza,thursday,8,20,M,1
The Chicken Pesto Pizza,thursday,9,12,L,1
The Chicken Pesto Pizza,thursday,9,16,S,1
The Chicken Pesto Pizza,thursday,9,17,M,1
The Chicken Pesto Pizza,thursday,9,18,L,2
The Chicken Pesto Pizza,thursday,9,18,S,1
The Chicken Pesto Pizza,thursday,9,19,M,1
The Chicken Pesto Pizza,thursday,9,19,S,1
The Chicken Pesto Pizza,thursday,9,21,L,1
The Chicken Pesto Pizza,thursday,9,21,M,1
The Chicken Pesto Pizza,thursday,10,11,L,2
The Chicken Pesto Pizza,thursday,10,14,S,1
The Chicken Pesto Pizza,thursday,10,17,M,2
The Chicken Pesto Pizza,thursday,10,17,S,1
The Chicken Pesto Pizza,thursday,10,19,L,1
The Chicken Pesto Pizza,thursday,10,20,S,2
The Chicken Pesto Pizza,thursday,11,13,L,1
The Chicken Pesto Pizza,thursday,11,13,M,1
The Chicken Pesto Pizza,thursday,11,14,L,2
The Chicken Pesto Pizza,thursday,11,15,M,1
The Chicken Pesto Pizza,thursday,11,16,L,1
The Chicken Pesto Pizza,thursday,11,16,M,1
The Chicken Pesto Pizza,thursday,11,18,M,2
The Chicken Pesto Pizza,thursday,11,19,M,2
The Chicken Pesto Pizza,thursday,11,20,S,1
The Chicken Pesto Pizza,thursday,11,21,S,1
The Chicken Pesto Pizza,thursday,12,11,M,1
The Chicken Pesto Pizza,thursday,12,11,S,1
The Chicken Pesto Pizza,thursday,12,12,L,1
The Chicken Pesto Pizza,thursday,12,12,S,1
The Chicken Pesto Pizza,thursday,12,13,L,2
The Chicken Pesto Pizza,thursday,12,13,S,1
The Chicken Pesto Pizza,thursday,12,14,L,3
The Chicken Pesto Pizza,thursday,12,14,M,2
The Chicken Pesto Pizza,thursday,12,15,S,1
The Chicken Pesto Pizza,thursday,12,16,L,1
The Chicken Pesto Pizza,thursday,12,16,M,1
The Chicken Pesto Pizza,thursday,12,17,M,1
The Chicken Pesto Pizza,thursday,12,20,L,1
The Chicken Pesto Pizza,thursday,12,20,M,2
The Chicken Pesto Pizza,tuesday,1,12,L,2
The Chicken Pesto Pizza,tuesday,1,12,S,2
The Chicken Pesto Pizza,tuesday,1,13,L,1
The Chicken Pesto Pizza,tuesday,1,15,S,1
The Chicken Pesto Pizza,tuesday,1,18,L,1
The Chicken Pesto Pizza,tuesday,1,18,M,1
The Chicken Pesto Pizza,tuesday,1,18,S,1
The Chicken Pesto Pizza,tuesday,2,11,S,1
The Chicken Pesto Pizza,tuesday,2,14,L,1
The Chicken Pesto Pizza,tuesday,2,16,M,1
The Chicken Pesto Pizza,tuesday,2,17,L,1
The Chicken Pesto Pizza,tuesday,2,17,M,2
The Chicken Pesto Pizza,tuesday,2,20,L,2
The Chicken Pesto Pizza,tuesday,2,20,M,1
The Chicken Pesto Pizza,tuesday,2,20,S,1
The Chicken Pesto Pizza,tuesday,3,11,M,1
The Chicken Pesto Pizza,tuesday,3,12,M,2
The Chicken Pesto Pizza,tuesday,3,12,S,2
The Chicken Pesto Pizza,tuesday,3,13,S,1
The Chicken Pesto Pizza,tuesday,3,16,L,1
The Chicken Pesto Pizza,tuesday,3,16,S,1
The Chicken Pesto Pizza,tuesday,3,17,L,1
The Chicken Pesto Pizza,tuesday,3,18,L,1
The Chicken Pesto Pizza,tuesday,3,19,S,1
The Chicken Pesto Pizza,tuesday,3,20,M,1
The Chicken Pesto Pizza,tuesday,3,21,L,1
The Chicken Pesto Pizza,tuesday,3,21,M,1
The Chicken Pesto Pizza,tuesday,4,12,S,2
The Chicken Pesto Pizza,tuesday,4,13,L,2
The Chicken Pesto Pizza,tuesday,4,13,S,1
The Chicken Pesto Pizza,tuesday,4,14,L,1
The Chicken Pesto Pizza,tuesday,4,14,M,1
The Chicken Pesto Pizza,tuesday,4,18,L,1
The Chicken Pesto Pizza,tuesday,5,12,L,3
The Chicken Pesto Pizza,tuesday,5,12,M,1
The Chicken Pesto Pizza,tuesday,5,12,S,1
The Chicken Pesto Pizza,tuesday,5,13,M,1
The Chicken Pesto Pizza,tuesday,5,15,L,1
The Chicken Pesto Pizza,tuesday,5,17,M,1
The Chicken Pesto Pizza,tuesday,5,17,S,2
The Chicken Pesto Pizza,tuesday,5,19,S,1
The Chicken Pesto Pizza,tuesday,5,20,L,1
The Chicken Pesto Pizza,tuesday,6,12,L,1
The Chicken Pesto Pizza,tuesday,6,12,S,2
The Chicken Pesto Pizza,tuesday,6,13,S,1
The Chicken Pesto Pizza,tuesday,6,14,M,1
The Chicken Pesto Pizza,tuesday,6,15,L,1
The Chicken Pesto Pizza,tuesday,6,15,S,1
The Chicken Pesto Pizza,tuesday,6,18,M,1
The Chicken Pesto Pizza,tuesday,6,18,S,1
The Chicken Pesto Pizza,tuesday,6,21,M,1
The Chicken Pesto Pizza,tuesday,6,21,S,1
The Chicken Pesto Pizza,tuesday,7,11,M,1
The Chicken Pesto Pizza,tuesday,7,13,M,1
The Chicken Pesto Pizza,tuesday,7,13,S,1
The Chicken Pesto Pizza,tuesday,7,16,S,1
The Chicken Pesto Pizza,tuesday,7,17,L,1
